0  8.84771e-09
4.15559e-10  8.84771e-09
8.31117e-10  8.84771e-09
1.24668e-09  8.84771e-09
1.66223e-09  8.84771e-09
2.07779e-09  8.84771e-09
2.49335e-09  8.19201e-09
2.90891e-09  8.19201e-09
3.32447e-09  7.15848e-09
3.74003e-09  7.15848e-09
4.15559e-09  7.15848e-09
4.57114e-09  7.15848e-09
4.9867e-09  7.15848e-09
5.40226e-09  7.15848e-09
5.81782e-09  7.15848e-09
6.23338e-09  7.15848e-09
6.64894e-09  7.15848e-09
7.06449e-09  7.15848e-09
7.48005e-09  5.27373e-09
7.89561e-09  5.27373e-09
8.31117e-09  5.27373e-09
8.72673e-09  5.27373e-09
9.14229e-09  5.27373e-09
9.55785e-09  5.27373e-09
9.9734e-09  3.85555e-09
1.0389e-08  3.85555e-09
1.08045e-08  3.85555e-09
1.12201e-08  3.85555e-09
1.16356e-08  3.85555e-09
1.20512e-08  3.85555e-09
1.24668e-08  4.12164e-09
1.28823e-08  4.12164e-09
1.32979e-08  4.12164e-09
1.37134e-08  4.12164e-09
1.4129e-08  4.12164e-09
1.45445e-08  4.12164e-09
1.49601e-08  4.12164e-09
1.53757e-08  4.12164e-09
1.57912e-08  4.12164e-09
1.62068e-08  4.12164e-09
1.66223e-08  5.00452e-09
1.70379e-08  5.00452e-09
1.74535e-08  5.11585e-09
1.7869e-08  5.11585e-09
1.82846e-08  5.11585e-09
1.87001e-08  5.11585e-09
1.91157e-08  5.11585e-09
1.95312e-08  5.11585e-09
