0  8.84771e-09
4.15559e-10  8.74578e-09
8.31117e-10  8.64909e-09
1.24668e-09  8.55643e-09
1.66223e-09  8.4656e-09
2.07779e-09  8.37379e-09
2.49335e-09  8.27791e-09
2.90891e-09  8.17479e-09
3.32447e-09  8.06141e-09
3.74003e-09  7.93506e-09
4.15559e-09  7.79339e-09
4.57114e-09  7.63453e-09
4.9867e-09  7.45689e-09
5.40226e-09  7.25881e-09
5.81782e-09  7.04229e-09
6.23338e-09  6.80977e-09
6.64894e-09  6.56283e-09
7.06449e-09  6.29907e-09
7.48005e-09  6.01934e-09
7.89561e-09  5.72733e-09
8.31117e-09  5.42873e-09
8.72673e-09  5.13142e-09
9.14229e-09  4.8454e-09
9.55785e-09  4.5825e-09
9.9734e-09  4.3529e-09
1.0389e-08  4.15275e-09
1.08045e-08  3.99109e-09
1.12201e-08  3.876e-09
1.16356e-08  3.81109e-09
1.20512e-08  3.79542e-09
1.24668e-08  3.82368e-09
1.28823e-08  3.8868e-09
1.32979e-08  3.97567e-09
1.37134e-08  4.08752e-09
1.4129e-08  4.21309e-09
1.45445e-08  4.34394e-09
1.49601e-08  4.47804e-09
1.53757e-08  4.61791e-09
1.57912e-08  4.75368e-09
1.62068e-08  4.87689e-09
1.66223e-08  4.98127e-09
1.70379e-08  5.06285e-09
1.74535e-08  5.11997e-09
1.7869e-08  5.15314e-09
1.82846e-08  5.1648e-09
1.87001e-08  5.15897e-09
1.91157e-08  5.14077e-09
1.95312e-08  5.11585e-09
